,index,count,datetime_race,date_competition,competition,type,stroke,speed
1059,"(37, 4.3)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.3
1273,"(37, 4.3)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.3
81,"(37, 4.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.4
230,"(37, 4.4)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.4
336,"(37, 4.4)",12,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.4
609,"(37, 4.4)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.4
773,"(37, 4.4)",14,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.4
1022,"(37, 4.4)",6,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.4
166,"(37, 4.5)",10,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.5
344,"(37, 4.5)",9,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.5
623,"(37, 4.5)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.5
809,"(37, 4.5)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.5
1002,"(37, 4.5)",9,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.5
61,"(37, 4.6)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.6
180,"(37, 4.6)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.6
345,"(37, 4.6)",9,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.6
544,"(37, 4.6)",24,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.6
832,"(37, 4.6)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.6
962,"(37, 4.6)",30,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.6
1237,"(37, 4.6)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.6
1312,"(37, 4.6)",10,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.6
45,"(37, 4.7)",5,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.7
179,"(37, 4.7)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.7
340,"(37, 4.7)",11,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.7
547,"(37, 4.7)",23,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.7
813,"(37, 4.7)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.7
974,"(37, 4.7)",23,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.7
1177,"(37, 4.7)",9,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.7
1308,"(37, 4.7)",12,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.7
35,"(37, 4.8)",7,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.8
145,"(37, 4.8)",22,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.8
360,"(37, 4.8)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.8
539,"(37, 4.8)",28,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.8
817,"(37, 4.8)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.8
953,"(37, 4.8)",54,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.8
1170,"(37, 4.8)",27,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.8
1289,"(37, 4.8)",51,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.8
44,"(37, 4.9)",5,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.9
140,"(37, 4.9)",29,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,4.9
355,"(37, 4.9)",6,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.9
554,"(37, 4.9)",16,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.9
816,"(37, 4.9)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.9
960,"(37, 4.9)",33,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.9
1173,"(37, 4.9)",16,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.9
1298,"(37, 4.9)",26,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.9
59,"(37, 5.0)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,5.0
172,"(37, 5.0)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,5.0
421,"(37, 5.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,5.0
641,"(37, 5.0)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,5.0
949,"(37, 5.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,5.0
998,"(37, 5.0)",11,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.0
1226,"(37, 5.0)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.0
1309,"(37, 5.0)",10,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.0
173,"(37, 5.1)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,5.1
420,"(37, 5.1)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,5.1
607,"(37, 5.1)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,5.1
937,"(37, 5.1)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,5.1
1030,"(37, 5.1)",5,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.1
1370,"(37, 5.1)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.1
102,"(37, 5.2)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,5.2
471,"(37, 5.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,5.2
946,"(37, 5.2)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,5.2
1094,"(37, 5.2)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,37,5.2
131,"(37, 5.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,5.4
257,"(37, 5.4)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,37,5.4
482,"(37, 6.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,6.1
495,"(37, 6.5)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,6.5
452,"(37, 6.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,6.6
507,"(37, 8.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,8.3
126,"(38, 3.2)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,3.2
115,"(38, 3.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,3.4
506,"(38, 3.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,3.4
443,"(38, 3.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,3.6
1145,"(38, 3.8)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,3.8
883,"(38, 4.1)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.1
642,"(38, 4.3)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.3
846,"(38, 4.3)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.3
1134,"(38, 4.3)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.3
1262,"(38, 4.3)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.3
418,"(38, 4.4)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.4
588,"(38, 4.4)",6,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.4
807,"(38, 4.4)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.4
1126,"(38, 4.4)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.4
238,"(38, 4.5)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,4.5
373,"(38, 4.5)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.5
697,"(38, 4.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.5
779,"(38, 4.5)",11,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.5
1033,"(38, 4.5)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.5
1252,"(38, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.5
224,"(38, 4.6)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,4.6
517,"(38, 4.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.6
637,"(38, 4.6)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.6
767,"(38, 4.6)",19,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.6
990,"(38, 4.6)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.6
1203,"(38, 4.6)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.6
1355,"(38, 4.6)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.6
67,"(38, 4.7)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,4.7
162,"(38, 4.7)",12,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,4.7
357,"(38, 4.7)",6,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.7
561,"(38, 4.7)",13,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.7
835,"(38, 4.7)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.7
977,"(38, 4.7)",20,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.7
1186,"(38, 4.7)",8,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.7
1305,"(38, 4.7)",14,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.7
40,"(38, 4.8)",6,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,4.8
150,"(38, 4.8)",16,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,4.8
341,"(38, 4.8)",9,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.8
550,"(38, 4.8)",18,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.8
814,"(38, 4.8)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.8
978,"(38, 4.8)",19,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.8
1172,"(38, 4.8)",19,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.8
1296,"(38, 4.8)",28,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.8
118,"(38, 4.9)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,4.9
161,"(38, 4.9)",12,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,4.9
352,"(38, 4.9)",7,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,4.9
584,"(38, 4.9)",7,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,4.9
966,"(38, 4.9)",28,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.9
1185,"(38, 4.9)",8,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.9
1299,"(38, 4.9)",25,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,4.9
170,"(38, 5.0)",9,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,5.0
556,"(38, 5.0)",15,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.0
893,"(38, 5.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.0
987,"(38, 5.0)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.0
1197,"(38, 5.0)",4,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.0
1307,"(38, 5.0)",13,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.0
74,"(38, 5.1)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,5.1
177,"(38, 5.1)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,5.1
423,"(38, 5.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,5.1
596,"(38, 5.1)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.1
938,"(38, 5.1)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.1
996,"(38, 5.1)",12,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.1
1276,"(38, 5.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.1
1318,"(38, 5.1)",7,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.1
76,"(38, 5.2)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,5.2
200,"(38, 5.2)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,5.2
432,"(38, 5.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,38,5.2
739,"(38, 5.2)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.2
912,"(38, 5.2)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.2
1078,"(38, 5.2)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.2
1404,"(38, 5.2)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,38,5.2
108,"(38, 5.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,38,5.3
273,"(38, 5.3)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,38,5.3
914,"(38, 5.3)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.3
662,"(38, 5.4)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,38,5.4
129,"(39, 0.8)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,0.8
92,"(39, 3.8)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,3.8
289,"(39, 4.1)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.1
1111,"(39, 4.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.1
935,"(39, 4.2)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.2
729,"(39, 4.3)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.3
862,"(39, 4.3)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.3
675,"(39, 4.4)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.4
847,"(39, 4.4)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.4
1254,"(39, 4.4)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.4
247,"(39, 4.5)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.5
491,"(39, 4.5)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,4.5
691,"(39, 4.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.5
793,"(39, 4.5)",8,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.5
1088,"(39, 4.5)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.5
227,"(39, 4.6)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.6
389,"(39, 4.6)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,4.6
591,"(39, 4.6)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.6
783,"(39, 4.6)",11,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.6
1016,"(39, 4.6)",7,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.6
1390,"(39, 4.6)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.6
218,"(39, 4.7)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.7
402,"(39, 4.7)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,4.7
606,"(39, 4.7)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.7
792,"(39, 4.7)",9,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.7
1015,"(39, 4.7)",7,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.7
1193,"(39, 4.7)",5,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.7
1337,"(39, 4.7)",4,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.7
132,"(39, 4.8)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,4.8
156,"(39, 4.8)",14,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.8
442,"(39, 4.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,4.8
570,"(39, 4.8)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.8
828,"(39, 4.8)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.8
983,"(39, 4.8)",17,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.8
1171,"(39, 4.8)",23,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.8
1301,"(39, 4.8)",21,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.8
122,"(39, 4.9)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,4.9
154,"(39, 4.9)",15,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,4.9
378,"(39, 4.9)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,4.9
601,"(39, 4.9)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.9
842,"(39, 4.9)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,4.9
972,"(39, 4.9)",23,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.9
1182,"(39, 4.9)",8,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.9
1303,"(39, 4.9)",18,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,4.9
189,"(39, 5.0)",5,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,5.0
372,"(39, 5.0)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,5.0
619,"(39, 5.0)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.0
826,"(39, 5.0)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.0
999,"(39, 5.0)",11,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.0
1213,"(39, 5.0)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.0
1310,"(39, 5.0)",10,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.0
105,"(39, 5.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,5.1
193,"(39, 5.1)",5,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,5.1
408,"(39, 5.1)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,5.1
567,"(39, 5.1)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.1
1011,"(39, 5.1)",8,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.1
1280,"(39, 5.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.1
1313,"(39, 5.1)",9,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.1
86,"(39, 5.2)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,5.2
643,"(39, 5.2)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.2
931,"(39, 5.2)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.2
1026,"(39, 5.2)",5,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.2
1222,"(39, 5.2)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.2
1364,"(39, 5.2)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.2
251,"(39, 5.3)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,39,5.3
1122,"(39, 5.3)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.3
1274,"(39, 5.3)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.3
110,"(39, 5.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,39,5.4
466,"(39, 5.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,39,5.4
711,"(39, 5.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,39,5.5
1141,"(39, 5.6)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,39,5.6
130,"(40, 3.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,40,3.1
79,"(40, 3.7)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,40,3.7
424,"(40, 3.7)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,40,3.7
894,"(40, 4.4)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.4
725,"(40, 4.5)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.5
943,"(40, 4.5)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.5
1275,"(40, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,40,4.5
384,"(40, 4.6)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,40,4.6
632,"(40, 4.6)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.6
822,"(40, 4.6)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.6
194,"(40, 4.7)",5,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,40,4.7
359,"(40, 4.7)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,40,4.7
652,"(40, 4.7)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.7
1045,"(40, 4.7)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,40,4.7
1210,"(40, 4.7)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,40,4.7
1329,"(40, 4.7)",5,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,40,4.7
204,"(40, 4.8)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,40,4.8
456,"(40, 4.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,40,4.8
611,"(40, 4.8)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.8
827,"(40, 4.8)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,40,4.8
